bmi,steps,heart_rate,temperature,wellness_score
19.3,1939,162,36.4,95
29.7,1114,120,36.4,95
27.3,690,116,36.7,95
29.9,509,88,36.5,95
25.4,714,107,36.3,95
32.3,574,94,36.6,90
28.1,1047,116,37.2,95
34.1,646,101,37.2,90
37.7,115,82,37.0,65
39.0,684,107,36.8,85
39.8,603,99,36.7,85
28.2,122,77,36.9,75
27.8,875,110,36.4,95
26.7,1233,121,36.3,95
33.7,754,95,36.4,90
34.7,461,103,36.6,90
26.6,770,97,36.8,95
37.6,601,115,36.6,85
36.8,348,103,36.7,75
30.1,730,108,36.9,90
31.1,450,98,36.9,80
34.1,1195,147,36.3,85
25.7,776,89,36.4,95
19.2,2095,157,36.3,95
27.4,816,106,36.8,95
35.1,178,77,37.0,65
19.4,1636,148,37.0,95
35.1,464,103,36.7,85
25.9,553,91,38.7,60
27.8,830,89,37.1,95
32.7,647,100,36.8,90
36.6,485,92,36.9,85
22.8,911,95,37.2,100
30.9,500,103,36.3,90
20.3,871,111,38.6,75
33.2,393,97,37.1,90
39.4,800,117,36.5,85
33.6,657,103,37.1,90
20.2,1796,158,36.6,95
17.8,965,102,36.8,85
23.5,1078,113,36.6,100
18.2,1100,121,36.7,85
30.1,767,107,36.7,90
19.3,1133,121,37.0,100
22.8,1005,117,36.4,100
37.4,535,94,36.7,85
35.0,577,109,37.2,90
18.4,1136,122,37.2,85
34.6,577,108,36.6,90
22.9,1197,141,37.2,95
25.0,632,90,37.0,100
30.5,183,87,37.1,70
22.3,1160,122,36.7,100
37.2,392,96,36.8,85
26.1,1098,107,36.6,95
18.6,718,89,37.0,90
17.4,655,92,36.7,75
30.8,177,53,36.2,70
25.0,1052,125,36.9,100
22.7,1008,118,36.9,100
33.0,591,120,37.2,90
20.8,1587,164,36.9,95
18.9,1112,131,36.3,100
23.1,651,104,36.4,100
28.7,821,113,36.9,95
33.5,661,93,38.3,65
20.8,817,98,36.4,90
26.7,1238,129,37.0,95
24.5,978,117,36.8,100
28.7,656,83,37.0,95
18.2,1537,137,37.2,80
34.8,725,117,36.8,90
27.0,839,109,37.1,95
17.0,1287,131,37.0,80
18.3,2357,172,36.6,80
20.9,1747,164,36.7,95
19.3,1831,151,36.7,95
35.1,344,81,38.6,50
22.3,645,102,36.8,100
37.3,308,98,37.1,75
39.5,747,111,36.7,85
36.3,805,116,36.3,85
36.6,402,94,36.7,85
16.5,872,102,36.7,85
29.3,721,106,36.5,95
35.0,530,89,36.2,90
30.6,910,119,36.3,90
28.7,1006,112,36.6,95
34.7,489,86,36.3,90
34.5,351,102,36.5,90
34.6,712,121,36.5,90
17.8,383,83,36.8,65
30.8,611,82,36.7,90
35.5,868,120,37.0,85
34.8,127,86,37.0,70
31.0,1028,128,36.6,90
17.2,1372,137,37.0,80
37.1,305,96,37.2,75
30.0,1062,109,36.9,95
26.4,877,108,36.3,95
37.0,777,119,36.8,85
21.3,1137,119,38.2,75
38.1,246,83,37.0,75
20.0,698,94,36.3,90
35.1,811,100,36.5,85
22.5,739,114,36.9,100
22.5,1289,130,36.6,100
31.4,0,72,36.2,70
20.5,694,105,36.8,90
30.7,705,101,36.3,90
17.6,1112,117,36.9,85
17.1,961,102,36.7,85
18.3,1617,129,36.4,85
28.6,317,75,37.1,85
38.7,816,118,36.6,85
33.9,262,95,37.2,80
33.4,673,104,36.4,90
21.3,1472,146,37.0,95
24.2,744,81,37.1,100
38.2,675,94,36.9,85
23.3,435,92,36.9,90
16.2,1397,138,36.9,80
19.4,1442,145,37.0,95
35.0,102,73,39.4,30
30.1,307,76,36.8,80
17.2,1029,114,37.1,85
24.7,323,94,36.8,80
22.9,1278,115,39.0,75
38.8,577,108,36.7,85
26.1,730,107,36.5,95
39.5,530,106,36.7,85
25.3,926,100,36.6,95
34.7,137,83,36.6,70
16.1,765,96,37.1,75
32.2,404,102,36.3,90
26.3,1374,140,36.9,90
34.0,579,99,37.0,90
25.8,1025,136,37.0,90
27.5,802,117,36.7,95
23.9,508,89,36.6,90
27.3,832,104,36.6,95
31.2,866,111,36.5,90
38.2,30,82,36.4,65
35.0,398,98,36.8,90
29.0,518,101,36.9,95
25.9,723,100,36.8,95
23.6,650,107,36.4,100
29.6,487,88,37.7,75
17.0,2022,164,36.4,80
35.1,534,91,37.1,85
24.6,1425,137,36.4,95
33.4,436,87,36.7,90
16.2,1397,137,36.4,80
36.9,778,110,36.9,85
35.1,647,119,36.8,85
25.9,769,116,36.9,95
19.0,597,89,36.9,90
17.1,749,90,36.4,75
17.9,740,94,36.9,75
27.3,1116,139,36.9,90
36.0,625,100,36.8,85
26.9,1096,131,36.6,90
38.4,444,110,36.7,85
22.9,563,95,36.7,90
16.1,1354,125,36.7,85
17.6,1211,110,36.8,85
34.6,342,88,36.6,80
37.9,554,105,36.7,85
23.5,750,98,37.1,100
24.4,661,100,36.6,100
29.4,556,93,36.5,95
18.3,1306,123,36.5,85
25.9,1755,152,37.2,90
26.3,175,67,36.2,75
22.3,726,108,36.6,100
29.7,857,97,36.6,95
24.8,859,123,38.3,75
16.6,777,99,36.2,75
26.9,1425,130,36.8,95
38.5,660,99,37.1,85
19.2,1049,119,37.0,100
34.1,548,100,36.4,90
24.7,985,127,36.8,100
27.6,43,65,36.3,75
16.3,477,90,36.2,65
38.0,575,83,36.2,85
20.4,882,107,38.6,75
26.5,653,94,39.1,55
28.4,360,80,36.6,85
28.4,687,104,36.3,95
36.9,650,100,36.7,85
16.1,760,104,37.0,75
40.0,535,89,36.2,85
38.9,522,117,36.6,85
36.2,479,103,37.1,85
18.8,1084,116,36.5,100
33.1,335,82,39.5,40
29.0,1119,111,36.5,95
32.1,460,92,37.0,90
22.6,397,70,36.7,90
36.3,240,83,36.8,75
32.6,133,84,38.2,45
27.7,686,113,37.2,95
17.2,1281,128,36.5,85
31.6,555,97,37.0,90
31.2,687,104,36.6,90
20.1,1442,149,37.1,95
29.7,203,82,36.5,75
27.3,721,97,36.4,95
29.7,830,109,36.8,95
22.6,1200,116,36.9,100
20.4,1029,98,36.6,100
17.1,1377,142,36.9,80
34.3,514,96,36.3,90
33.0,770,105,36.5,90
22.5,1191,129,36.7,100
32.7,408,101,36.6,90
22.4,1095,123,38.6,75
19.0,354,79,36.3,80
16.7,1724,147,36.7,80
31.9,1113,122,36.9,90
22.8,1005,113,38.2,75
32.6,225,85,36.4,80
16.1,1185,124,36.6,85
38.2,645,117,36.6,85
25.0,1421,148,36.9,95
33.9,719,109,38.6,65
33.9,390,97,36.4,90
17.9,1063,115,36.9,85
16.5,1372,141,36.9,80
17.8,928,108,36.9,85
28.1,422,79,36.2,85
28.9,441,94,36.6,85
22.2,1505,132,36.8,95
22.1,1355,135,36.9,95
22.2,939,111,37.2,100
26.9,636,103,37.0,95
24.8,1261,118,36.2,100
39.6,462,99,37.0,85
32.1,557,98,37.2,90
18.2,1909,151,36.4,80
33.0,133,83,37.9,60
18.1,1044,115,37.1,85
38.8,478,108,38.9,60
31.1,491,93,36.3,90
37.1,637,100,37.2,85
19.4,1253,126,36.4,100
24.2,918,111,36.9,100
36.8,431,95,36.4,85
22.8,1289,123,36.4,100
27.8,415,94,36.6,85
39.9,196,88,37.2,65
25.4,619,103,37.1,85
21.7,482,94,36.4,90
40.0,438,91,37.1,85
33.2,567,98,36.7,90
23.5,619,83,36.9,90
19.0,568,84,36.3,90
22.3,425,88,37.0,90
31.5,609,113,37.0,90
31.7,860,120,37.6,80
39.7,616,105,36.6,85
36.2,195,89,36.5,65
27.4,479,73,37.7,75
35.8,450,93,36.5,85
32.9,518,89,36.7,90
17.6,1167,117,38.7,60
22.1,834,100,36.5,100
20.5,1062,115,36.5,100
35.2,200,87,36.8,75
34.9,248,82,37.2,80
34.7,348,83,36.9,80
36.5,677,114,37.0,85
18.2,1028,120,36.9,85
19.5,1476,128,36.6,100
38.7,0,60,38.3,40
30.8,953,129,37.0,90
37.8,339,88,37.0,75
38.9,486,103,36.3,85
35.1,664,92,37.2,85
28.4,323,81,36.3,85
37.8,319,94,36.4,75
32.7,916,121,37.1,90
22.8,537,91,36.8,90
28.4,1116,124,36.4,95
31.6,668,98,37.2,90
24.1,1378,121,36.7,100
22.6,1174,124,39.1,60
20.3,1528,129,36.2,100
22.4,702,104,37.1,100
28.3,516,99,36.7,95
22.6,882,103,36.9,100
23.1,595,92,36.6,90
34.6,150,81,36.8,70
31.3,671,102,36.4,90
37.4,272,88,36.4,75
18.9,1455,148,37.6,85
17.0,1815,162,36.3,80
17.8,784,96,36.9,75
21.1,1150,130,37.2,100
34.3,372,82,37.1,90
19.7,440,80,37.2,80
35.5,328,85,36.6,75
24.6,357,88,36.3,80
38.4,487,103,36.4,85
25.6,952,114,36.9,95
36.8,965,123,37.0,85
39.1,375,87,36.7,85
31.5,453,97,37.2,80
18.7,1068,127,36.9,100
31.8,529,91,38.4,65
39.5,815,129,37.2,85
39.2,793,117,36.3,85
24.3,988,112,36.9,100
20.6,715,97,38.6,65
38.9,686,108,36.3,85
31.1,313,99,36.8,80
21.6,1096,125,36.5,100
18.2,1645,122,36.9,85
16.4,1868,157,36.3,80
28.9,313,88,36.3,85
18.6,683,101,36.8,90
31.7,1012,116,37.1,90
38.9,465,94,36.6,85
26.5,1051,106,36.8,95
31.0,533,80,36.4,90
39.2,559,103,36.6,85
37.5,628,109,37.1,85
39.0,497,106,39.2,45
30.8,674,105,37.1,90
31.5,134,68,37.0,70
35.8,544,105,37.1,85
36.3,649,102,36.3,85
27.0,711,112,36.2,95
28.5,575,94,36.8,95
20.9,1290,127,36.9,100
26.4,993,126,36.9,95
30.9,552,97,36.4,90
37.8,455,105,36.5,85
36.4,497,98,36.8,85
16.6,1008,110,36.9,85
36.3,451,93,36.5,85
39.5,813,118,38.6,60
16.5,628,92,36.5,75
31.5,802,113,37.2,90
39.3,668,97,37.1,85
21.8,1343,132,36.4,95
19.6,1356,129,36.8,100
37.3,713,108,36.9,85
30.0,896,115,36.7,95
19.5,1144,125,36.9,100
37.7,473,87,36.8,85
33.3,324,82,36.4,80
30.9,0,65,36.9,70
38.4,363,90,36.3,85
30.8,727,101,37.1,90
22.7,1193,136,36.9,95
18.7,755,96,37.2,90
19.4,933,111,36.6,100
36.5,344,87,36.6,75
31.5,308,72,36.9,80
21.4,0,69,36.9,80
39.1,696,113,38.6,60
18.7,1585,146,36.5,95
30.8,1157,134,37.1,85
18.2,1424,131,36.8,80
22.6,977,129,36.9,100
24.7,862,95,37.1,100
28.4,1401,134,36.9,90
29.8,720,111,37.2,95
20.1,1401,131,37.1,95
37.9,332,85,36.9,75
24.1,1250,125,37.2,100
27.2,654,115,36.5,95
22.7,1046,113,37.0,100
33.7,608,104,37.1,90
27.8,631,103,37.1,95
39.3,733,113,36.8,85
36.1,477,96,36.3,85
23.0,342,89,36.6,80
36.1,616,111,36.4,85
39.0,399,89,36.6,85
20.3,1172,126,36.4,100
30.9,747,102,38.6,65
19.7,1623,150,36.3,95
26.4,1312,135,36.9,90
22.8,226,74,36.8,80
35.3,469,92,36.4,85
34.8,314,84,36.9,80
32.7,452,95,38.4,65
26.8,572,95,36.9,85
29.1,978,102,36.7,95
33.3,486,92,36.3,90
37.2,405,91,36.6,85
21.7,1198,111,36.9,100
36.8,620,101,36.4,85
26.2,787,117,36.2,95
39.3,506,113,36.8,85
30.8,711,108,36.5,90
23.1,547,88,36.7,90
21.2,589,88,37.1,90
37.4,683,122,36.7,85
29.3,1105,127,38.1,70
25.3,927,115,36.5,95
39.6,447,94,36.7,85
19.8,1246,125,36.8,100
19.6,1169,131,36.3,100
18.5,906,104,36.9,100
22.8,1623,157,37.2,95
22.5,1612,141,37.0,95
39.9,722,120,37.0,85
17.2,1603,159,36.3,80
18.9,317,79,36.4,80
32.4,298,77,36.9,80
39.2,490,107,36.3,85
24.2,956,103,36.2,100
19.4,1701,129,36.9,100
30.9,515,104,38.4,65
17.5,1176,122,38.7,60
30.3,56,82,36.8,70
33.9,484,110,36.8,90
22.7,861,108,38.2,75
28.8,62,72,37.2,75
33.8,249,83,36.9,80
21.4,1994,177,36.5,95
20.2,737,107,36.3,90
22.9,1384,132,37.2,95
36.3,481,75,36.4,85
38.4,811,109,36.4,85
30.4,514,99,39.2,50
29.9,889,121,36.3,95
28.1,880,100,36.4,95
37.1,286,91,36.3,75
16.8,2165,176,36.9,80
19.6,1038,120,36.7,100
36.1,278,96,36.5,75
31.2,890,120,37.0,90
33.9,336,78,36.4,80
27.5,545,99,36.4,95
39.2,248,85,36.8,75
35.1,188,81,36.9,65
32.0,627,109,36.6,90
25.7,603,100,37.5,85
28.8,949,105,36.2,95
32.3,505,97,37.1,90
17.1,867,111,37.1,85
20.5,1139,118,36.6,100
35.2,687,112,36.6,85
38.5,426,96,36.7,85
38.0,643,107,36.8,85
35.1,482,92,36.2,85
24.1,977,107,36.7,100
29.2,884,107,37.1,95
22.2,1406,128,39.1,60
20.7,1575,159,39.3,55
34.7,0,78,36.7,70
17.7,1742,139,39.4,40
38.5,372,100,36.5,85
25.8,775,104,36.6,95
31.0,984,117,36.7,90
24.8,834,114,36.7,100
26.8,902,111,36.4,95
30.7,953,112,36.3,90
32.8,431,96,36.7,90
39.4,354,98,36.9,85
35.9,266,86,36.5,75
19.3,1384,132,36.6,95
24.1,614,102,36.7,90
37.6,719,119,36.2,85
29.0,660,106,36.6,95
16.9,1810,149,36.4,80
37.5,618,96,36.5,85
37.0,365,110,36.6,85
27.1,766,99,36.4,95
30.6,987,111,36.5,90
25.7,1215,135,36.3,90
31.7,136,85,37.7,60
38.7,461,111,38.9,60
39.4,579,91,36.5,85
34.6,511,99,36.7,90
20.3,551,104,37.0,90
23.3,719,103,37.2,100
30.7,715,108,36.9,90
34.4,791,104,36.6,90
31.7,593,109,36.7,90
16.9,1040,125,37.1,85
28.6,547,91,36.6,95
31.6,66,60,38.2,45
18.3,1153,114,36.4,85
39.3,190,85,39.4,25
25.7,887,112,36.4,95
26.3,309,74,38.5,50
20.9,952,114,38.2,75
36.2,493,91,36.7,85
34.1,523,104,37.0,90
29.6,314,74,36.8,85
38.8,809,99,36.3,85
21.7,2086,173,36.6,95
21.3,1251,125,37.1,100
36.8,868,104,36.9,85
28.8,888,98,36.5,95
32.9,447,88,37.0,90
29.4,568,87,37.7,85
18.9,1273,136,36.3,95
18.1,1376,129,36.5,85
35.9,616,112,36.8,85
31.0,730,111,36.6,90
23.5,1033,116,36.4,100
35.2,215,78,36.9,75
16.9,881,105,36.8,85
34.3,849,107,37.0,90
30.0,291,90,37.0,85
33.0,743,122,38.5,65
32.5,100,66,36.8,70
18.2,1871,151,36.2,80
22.0,1187,134,36.5,95
27.5,656,86,37.2,95
36.4,576,102,36.9,85
25.1,1417,136,36.8,90
34.0,471,92,39.0,65
33.6,151,83,36.4,70
29.0,1004,119,36.3,95
29.9,871,99,37.1,95
22.0,1252,123,36.9,100
17.1,1336,127,36.3,85
34.9,659,92,37.0,90
23.4,578,97,36.7,90
23.8,148,75,36.3,80
19.3,750,102,36.8,90
28.2,924,118,36.2,95
20.2,1354,134,37.1,95
38.9,227,101,36.7,75
37.9,856,119,36.3,85
25.9,622,96,36.8,85
28.0,408,80,36.9,85
26.4,1237,138,36.6,90
39.6,409,99,39.4,45
25.3,532,80,36.9,85
34.9,440,96,36.4,90
22.2,1261,122,37.2,100
18.9,1463,140,36.8,95
38.5,328,100,36.3,75
23.9,363,75,36.5,90
17.9,1913,165,36.2,80
18.9,190,59,37.0,80
28.8,555,92,38.9,70
28.7,741,124,36.5,95
28.7,889,118,36.9,95
21.9,973,111,36.4,100
32.3,209,96,36.4,80
24.4,868,100,38.1,75
36.6,472,89,38.9,60
19.6,995,109,36.8,100
20.1,2299,187,36.6,95
20.4,1127,122,36.3,100
33.6,121,92,36.2,70
35.4,124,78,38.0,55
39.6,834,120,36.4,85
21.1,1075,110,36.7,100
27.1,524,96,36.8,95
16.8,85,76,36.8,65
36.5,424,90,36.4,85
33.3,677,105,37.0,90
29.2,584,106,36.9,95
34.4,542,95,36.7,90
21.0,677,86,36.8,90
37.3,518,98,36.4,85
17.8,935,117,36.8,85
17.5,802,106,38.5,50
19.0,683,105,36.4,90
28.4,684,94,36.8,95
35.1,941,113,38.6,60
18.3,1311,119,36.7,85
35.2,681,120,36.5,85
29.2,665,108,36.6,95
19.1,1012,115,37.1,100
17.1,1266,127,36.2,85
20.2,1630,149,36.9,95
22.7,801,109,37.0,100
26.3,747,104,36.9,95
18.0,980,112,36.3,85
39.0,450,96,36.5,85
27.0,849,108,36.6,95
20.8,1400,127,36.9,100
34.3,398,90,36.9,90
28.3,287,98,36.3,85
27.7,358,85,37.0,85
19.6,1241,133,37.0,95
26.7,1371,135,36.3,90
18.4,883,113,37.0,85
19.9,700,96,36.9,90
22.7,993,121,36.6,100
17.2,595,101,36.9,75
24.3,745,92,36.8,100
39.1,372,83,36.5,85
31.7,596,96,36.3,90
19.5,870,96,37.1,100
22.5,973,110,36.2,100
29.6,664,89,36.6,95
28.9,720,94,37.1,95
31.0,530,99,36.7,90
27.8,559,100,37.0,95
20.9,1295,123,37.0,100
32.7,608,89,36.7,90
37.5,345,95,36.3,75
28.5,388,84,36.8,85
26.1,1341,137,36.3,90
21.7,1501,130,36.3,100
32.1,689,108,37.2,90
25.8,503,81,36.6,85
35.9,614,109,37.1,85
29.6,721,116,36.5,95
29.8,872,112,36.7,95
17.8,394,85,36.4,65
19.1,405,90,36.4,80
25.0,619,93,36.3,90
22.8,1059,112,36.4,100
20.3,861,122,36.5,100
19.1,1349,134,36.8,95
35.5,547,102,36.4,85
17.1,583,102,36.8,75
17.1,526,75,36.5,75
37.6,545,109,36.5,85
19.9,1405,127,36.5,100
30.7,509,97,36.8,90
27.9,657,101,37.1,95
27.4,576,84,36.4,95
34.5,938,108,36.2,90
34.1,182,60,37.2,70
25.9,1037,122,37.0,95
34.9,532,98,36.4,90
24.1,744,104,36.7,100
39.3,504,97,36.6,85
31.5,388,92,36.4,80
26.3,967,121,37.1,95
29.2,306,86,36.5,85
36.2,317,93,36.4,75
34.3,306,74,37.1,80
28.0,687,96,36.3,95
36.8,387,98,36.4,85
31.4,598,96,36.3,90
35.0,518,109,39.2,50
38.3,617,119,36.4,85
38.2,677,108,37.0,85
17.6,1395,143,36.4,80
34.2,663,96,36.5,90
24.7,633,98,36.6,100
27.9,502,88,38.3,70
35.3,418,97,36.3,85
31.2,702,82,36.4,90
37.7,205,94,36.5,75
33.1,510,92,36.3,90
38.5,380,97,36.4,85
28.9,495,97,36.9,95
25.7,483,97,37.0,85
19.4,853,117,36.7,100
16.5,1368,132,37.1,80
24.9,960,109,36.2,100
37.2,701,101,36.6,85
22.6,852,97,36.6,100
29.1,413,95,36.7,85
18.4,1362,143,36.8,80
21.5,825,98,36.7,90
28.5,347,88,37.0,85
19.6,1187,112,36.8,100
18.8,1090,127,36.8,100
36.3,480,101,36.9,85
24.6,1019,121,37.1,100
26.8,864,108,36.5,95
39.3,952,106,36.2,85
38.3,580,95,36.4,85
31.3,468,106,36.4,80
23.4,0,81,36.3,80
28.7,678,105,36.7,95
31.2,803,120,36.3,90
39.6,757,123,36.7,85
18.1,1646,142,36.7,80
17.4,1617,135,36.9,80
38.2,375,94,36.7,85
33.7,537,105,36.3,90
22.4,1242,128,36.7,100
33.0,521,110,37.1,90
35.1,160,82,36.8,65
35.7,438,114,36.5,85
19.8,1837,162,36.3,95
32.5,940,121,36.5,90
34.1,584,91,36.4,90
29.9,801,109,36.4,95
16.1,1466,146,36.3,80
22.6,1518,132,36.7,95
39.4,581,98,36.6,85
27.6,580,81,36.8,95
34.3,109,87,36.6,70
24.6,1177,122,37.0,100
19.5,1072,109,36.5,100
21.6,1754,152,36.6,95
30.0,1003,134,36.2,90
16.7,1028,123,36.9,85
34.5,589,98,36.3,90
29.3,693,97,38.9,70
28.0,736,102,36.6,95
33.0,286,85,36.8,80
35.0,402,81,37.1,90
17.8,1293,124,36.9,85
39.5,887,114,36.8,85
32.7,320,87,38.5,55
17.0,1334,124,36.2,85
34.2,254,84,36.8,80
22.7,529,70,36.3,90
16.4,785,111,36.8,75
34.1,559,94,36.3,90
33.5,452,88,36.6,90
18.2,1237,122,37.1,85
34.0,692,100,36.8,90
35.8,269,87,36.4,75
30.8,343,95,36.5,80
21.2,684,91,37.8,80
25.2,1012,126,38.9,70
19.1,815,93,38.9,65
23.5,1046,125,37.1,100
31.3,398,85,36.5,80
20.2,1610,130,36.5,100
19.2,1283,115,36.7,100
36.3,571,96,37.2,85
27.7,417,96,36.8,85
17.7,686,93,36.5,75
33.2,763,100,36.8,90
25.2,510,86,36.4,85
24.2,365,84,36.5,90
22.9,1261,123,36.5,100
18.7,1276,122,36.7,100
35.3,737,106,37.0,85
34.1,636,109,36.4,90
21.2,1253,129,37.7,90
30.9,679,99,37.0,90
22.4,1256,113,38.0,90
25.2,1591,146,36.5,90
19.2,974,91,36.5,100
25.4,1163,119,37.0,95
32.7,675,103,36.9,90
18.4,1596,150,38.0,70
28.6,606,107,36.8,95
20.5,948,125,36.5,100
36.9,329,86,36.7,75
16.2,1183,134,38.1,60
37.1,277,93,36.4,75
33.9,369,93,36.6,90
24.5,1608,144,36.9,95
34.4,650,110,38.0,80
39.9,780,122,36.4,85
28.7,325,83,37.2,85
26.5,1214,133,38.4,65
30.7,442,100,37.1,80
28.9,237,72,36.3,75
28.8,74,74,36.9,75
17.5,699,103,36.7,75
33.8,1,67,36.7,70
39.1,508,99,36.9,85
23.6,508,95,36.5,90
34.3,478,100,36.9,90
18.4,882,102,36.9,85
19.2,1050,122,36.5,100
31.0,930,134,36.9,85
17.6,1170,114,37.0,85
40.0,928,126,37.1,85
26.9,1170,145,37.1,90
34.0,577,109,36.8,90
32.6,375,96,37.1,90
19.1,700,99,36.9,90
38.4,700,130,36.6,85
19.4,932,98,36.5,100
38.5,502,105,36.9,85
27.5,296,83,39.2,45
16.4,1949,159,36.7,80
21.7,1969,162,36.8,95
39.9,709,117,36.9,85
35.4,160,90,36.5,65
21.5,1159,121,36.6,100
39.7,181,95,36.6,65
16.1,1101,111,36.4,85
37.0,136,87,36.9,65
21.5,1864,157,36.8,95
28.7,685,100,36.6,95
28.6,525,91,36.3,95
34.7,423,93,36.4,90
38.2,545,96,36.3,85
39.2,783,113,36.5,85
21.4,2119,166,36.8,95
36.5,785,100,36.8,85
37.6,612,98,36.6,85
29.4,964,114,36.8,95
18.3,1899,157,37.0,80
36.1,785,112,36.7,85
33.3,665,88,37.0,90
34.4,298,90,39.2,40
21.5,2004,164,36.6,95
16.5,1148,127,37.0,85
28.3,80,87,36.2,75
33.8,568,97,36.6,90
34.4,532,106,36.2,90
21.1,1433,132,36.5,95
34.0,629,99,36.6,90
18.8,747,106,36.7,90
36.0,681,123,36.4,85
29.8,775,99,38.2,70
35.8,702,102,36.7,85
28.8,432,81,36.6,85
32.2,429,103,36.5,90
25.5,268,73,37.1,75
29.3,1007,117,37.1,95
16.7,705,99,36.4,75
25.2,663,102,36.6,95
23.9,1100,126,36.6,100
21.2,647,99,38.1,65
31.9,1145,144,36.4,85
16.9,1431,131,36.6,80
17.1,1509,140,36.5,80
16.8,1378,130,36.5,85
38.5,373,86,36.5,85
37.4,665,109,37.2,85
33.2,577,94,36.2,90
24.7,604,99,36.5,90
22.7,1131,121,37.0,100
28.6,725,107,36.5,95
25.8,685,99,38.7,70
36.3,280,88,36.6,75
19.0,1452,137,36.3,95
34.3,737,109,36.9,90
22.7,1679,157,36.6,95
24.3,530,104,36.8,90
17.7,502,89,36.7,75
21.8,158,80,36.3,80
36.6,919,122,37.0,85
19.9,1384,125,36.2,100
21.1,1251,119,36.3,100
22.2,1051,103,36.6,100
17.9,1220,127,36.7,85
29.6,1173,124,36.8,95
30.1,734,99,37.1,90
16.1,1843,162,36.3,80
19.0,1618,144,36.6,95
22.0,1177,132,36.9,95
24.5,772,100,37.1,100
20.0,1595,147,37.1,95
19.0,1696,149,36.8,95
19.9,1032,115,36.2,100
27.4,776,103,36.2,95
24.1,1420,147,36.5,95
22.6,371,73,37.8,80
23.8,956,113,36.8,100
19.8,787,108,36.4,90
24.6,953,98,36.9,100
39.4,586,101,36.4,85
34.5,374,102,37.0,90
31.7,856,116,36.7,90
37.6,269,73,36.3,75
23.6,1321,137,38.7,70
29.6,654,114,36.7,95
24.5,600,100,37.1,90
35.9,292,97,36.8,75
20.0,1109,124,37.2,100
33.6,568,94,36.9,90
33.8,761,110,37.0,90
36.3,49,76,36.3,65
16.1,576,87,37.9,65
34.5,554,107,38.8,65
33.7,444,90,36.4,90
28.3,856,109,36.4,95
19.5,251,73,36.6,80
18.2,1534,137,38.1,55
33.9,368,86,36.4,90
24.0,1293,131,36.7,95
32.2,181,82,37.1,70
37.0,507,95,36.8,85
34.3,697,115,36.7,90
19.2,1346,113,39.1,60
34.6,319,81,39.2,40
20.7,1148,118,36.4,100
36.4,539,93,36.7,85
24.7,720,92,36.8,100
35.6,724,112,37.6,75
17.0,982,111,36.9,85
34.5,384,99,36.8,90
33.4,513,94,39.4,50
31.1,979,114,36.3,90
36.7,248,96,36.9,75
28.9,0,74,37.0,75
18.3,1117,117,37.7,75
23.5,1201,117,36.7,100
29.8,1357,133,36.7,90
30.3,770,97,36.8,90
21.1,1430,131,36.5,95
38.8,596,100,37.0,85
29.9,627,103,37.1,95
20.0,787,85,36.6,90
30.1,579,102,36.5,90
36.2,223,78,36.4,75
28.7,491,90,36.9,95
16.8,1228,129,36.9,85
40.0,590,102,37.2,85
32.5,608,99,36.3,90
37.3,803,111,37.1,85
36.3,585,100,36.9,85
35.4,362,88,37.2,85
25.6,492,100,36.4,85
33.9,543,94,36.9,90
39.9,691,110,36.6,85
34.3,727,117,37.2,90
18.3,888,107,36.7,85
19.1,1623,147,36.3,95
35.5,225,68,37.1,75
34.6,1073,127,36.7,90
37.9,795,111,39.3,45
22.7,790,104,36.3,100
33.9,384,95,37.0,90
19.5,1121,110,36.6,100
16.5,1557,145,37.1,80
39.2,470,99,38.0,75
20.8,1179,117,36.3,100
31.7,685,98,37.1,90
33.7,443,92,36.9,90
35.4,622,102,36.6,85
36.6,334,87,36.4,75
34.2,932,119,36.3,90
28.1,489,85,36.8,85
17.0,1751,134,36.8,80
36.8,235,97,36.2,75
38.9,277,73,37.0,75
26.9,1276,128,36.9,95
27.6,876,100,36.4,95
30.0,509,101,36.3,95
32.5,526,94,36.6,90
24.2,1809,150,36.3,95
32.9,643,103,36.3,90
37.0,743,102,36.2,85
33.9,447,88,36.3,90
24.3,1641,154,36.8,95
26.8,972,123,37.7,85
31.2,526,104,36.5,90
27.6,1174,124,37.0,95
35.6,674,113,36.7,85
35.9,292,95,36.7,75
26.6,1259,137,36.7,90
20.4,1714,157,36.6,95
17.8,1735,151,36.3,80
25.6,1104,130,37.1,95
20.4,2425,177,36.6,95
29.8,766,104,36.9,95
22.0,1022,119,36.7,100
16.9,1348,134,36.8,80
22.9,1126,114,37.1,100
32.4,743,102,36.4,90
31.1,528,100,36.7,90
20.8,1539,141,36.8,95
38.1,321,87,36.3,75
34.6,597,108,36.4,90
19.4,1080,122,36.5,100
19.2,203,81,36.6,80
18.0,801,92,37.0,75
19.9,438,81,36.4,80
37.7,585,102,36.5,85
30.5,854,119,37.1,90
24.4,1314,136,37.1,95
17.3,85,76,36.6,65
32.5,259,84,36.5,80
28.2,629,102,36.8,95
24.8,1086,134,36.5,95
38.9,338,98,39.5,35
26.1,780,111,37.2,95
28.7,856,109,37.0,95
35.1,556,89,37.0,85
17.5,1260,116,36.8,85
18.2,1259,129,37.0,85
28.0,702,100,36.7,95
30.1,557,94,36.8,90
36.3,167,88,38.0,55
32.6,641,98,38.7,65
16.7,1589,148,37.1,80
27.7,154,56,37.6,65
